dms_orig,dms_dest,sctg2,dms_mode,thousand tons in 2017,thousand tons in 2018,thousand tons in 2019,thousand tons in 2020,thousand tons in 2021,thousand tons in 2022,thousand tons in 2023,thousand tons in 2024,thousand tons in 2030,thousand tons in 2030_low,thousand tons in 2030_high,thousand tons in 2035,thousand tons in 2035_low,thousand tons in 2035_high,thousand tons in 2040,thousand tons in 2040_low,thousand tons in 2040_high,thousand tons in 2045,thousand tons in 2045_low,thousand tons in 2045_high,thousand tons in 2050,thousand tons in 2050_low,thousand tons in 2050_high
011-Birmingham AL,53-Washington,21-Pharmaceuticals,4-Air (include truck-air),0.0118,0.0112,0.0114,0.0117,0.0124,0.0135,0.014,0.015,0.0212,0.0212,0.0234,0.0252,0.0249,0.0257,0.0299,0.0299,0.0305,0.0355,0.0352,0.0362,0.0416,0.0409,0.0424
011-Birmingham AL,53-Washington,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005
011-Birmingham AL,54-West Virginia,21-Pharmaceuticals,1-Truck,0.0094,0.0089,0.0091,0.0093,0.0098,0.0107,0.0111,0.0119,0.0172,0.0167,0.0189,0.0204,0.0183,0.0208,0.024,0.0204,0.0245,0.0284,0.0229,0.0289,0.033,0.0252,0.0336
011-Birmingham AL,54-West Virginia,21-Pharmaceuticals,5-Multiple modes & mail,0.0016,0.0015,0.0015,0.0016,0.0017,0.0018,0.0019,0.002,0.0029,0.0028,0.0032,0.0034,0.0031,0.0035,0.004,0.0034,0.0041,0.0048,0.0039,0.0049,0.0055,0.0042,0.0057
011-Birmingham AL,55-Wisconsin,21-Pharmaceuticals,4-Air (include truck-air),0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0005,0.0007,0.0006,0.0007
011-Birmingham AL,55-Wisconsin,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003
011-Birmingham AL,56-Wyoming,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003
012-Mobile AL,01-Alabama,21-Pharmaceuticals,1-Truck,0.1544,0.1466,0.1499,0.1538,0.1621,0.1764,0.1833,0.1964,0.2577,0.255,0.2835,0.3046,0.2964,0.3106,0.3598,0.3456,0.367,0.4257,0.4042,0.4342,0.5006,0.47,0.5106
012-Mobile AL,01-Alabama,21-Pharmaceuticals,5-Multiple modes & mail,0.0378,0.0359,0.0367,0.0377,0.0397,0.0432,0.0449,0.0481,0.0637,0.063,0.0701,0.0758,0.0735,0.0773,0.0902,0.0863,0.092,0.1074,0.1016,0.1095,0.127,0.1188,0.1296
012-Mobile AL,05-Arkansas,21-Pharmaceuticals,5-Multiple modes & mail,0.0006,0.0006,0.0006,0.0006,0.0007,0.0007,0.0008,0.0008,0.0012,0.0012,0.0013,0.0014,0.0014,0.0015,0.0017,0.0015,0.0017,0.002,0.0017,0.002,0.0023,0.0019,0.0024
012-Mobile AL,06-California,21-Pharmaceuticals,1-Truck,0.0518,0.0491,0.0503,0.0516,0.0544,0.0592,0.0615,0.0659,0.0768,0.0757,0.0845,0.0934,0.0931,0.0953,0.1136,0.1104,0.1158,0.1381,0.131,0.1409,0.1679,0.1551,0.1713
012-Mobile AL,06-California,21-Pharmaceuticals,5-Multiple modes & mail,0.0022,0.0021,0.0021,0.0022,0.0023,0.0025,0.0026,0.0028,0.0033,0.0033,0.0036,0.004,0.004,0.0041,0.0049,0.0047,0.0049,0.0059,0.0056,0.006,0.0071,0.0066,0.0073
012-Mobile AL,08-Colorado,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005
012-Mobile AL,09-Connecticut,21-Pharmaceuticals,1-Truck,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002
012-Mobile AL,09-Connecticut,21-Pharmaceuticals,5-Multiple modes & mail,0.0007,0.0006,0.0006,0.0006,0.0007,0.0007,0.0008,0.0008,0.001,0.001,0.0011,0.0012,0.0011,0.0012,0.0014,0.0013,0.0015,0.0018,0.0016,0.0018,0.0021,0.0018,0.0022
012-Mobile AL,11-Washington DC,21-Pharmaceuticals,1-Truck,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
012-Mobile AL,12-Florida,21-Pharmaceuticals,1-Truck,0.0686,0.0651,0.0666,0.0683,0.072,0.0784,0.0815,0.0873,0.1041,0.1018,0.1145,0.1258,0.1201,0.1284,0.1524,0.1409,0.1554,0.1843,0.1655,0.188,0.2225,0.1941,0.227
012-Mobile AL,12-Florida,21-Pharmaceuticals,5-Multiple modes & mail,0.006,0.0057,0.0058,0.006,0.0063,0.0068,0.0071,0.0076,0.0089,0.0088,0.0098,0.0109,0.0105,0.0111,0.0132,0.0124,0.0135,0.0161,0.0147,0.0164,0.0195,0.0175,0.0199
012-Mobile AL,13-Georgia,21-Pharmaceuticals,5-Multiple modes & mail,0.1845,0.1752,0.1792,0.1838,0.1937,0.2108,0.2191,0.2347,0.2773,0.2709,0.3051,0.3373,0.3173,0.344,0.4101,0.3715,0.4183,0.4987,0.4354,0.5087,0.6065,0.5097,0.6186
012-Mobile AL,17-Illinois,21-Pharmaceuticals,5-Multiple modes & mail,0.0111,0.0105,0.0108,0.011,0.0116,0.0127,0.0132,0.0141,0.0185,0.0182,0.0204,0.022,0.021,0.0225,0.0262,0.0242,0.0267,0.0311,0.0279,0.0317,0.0368,0.0321,0.0375
012-Mobile AL,18-Indiana,21-Pharmaceuticals,5-Multiple modes & mail,0.0022,0.0021,0.0022,0.0022,0.0024,0.0026,0.0027,0.0029,0.0041,0.004,0.0045,0.0048,0.0046,0.0049,0.0056,0.0053,0.0057,0.0066,0.006,0.0067,0.0077,0.0068,0.0078
012-Mobile AL,19-Iowa,21-Pharmaceuticals,1-Truck,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004
012-Mobile AL,19-Iowa,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0005,0.0004,0.0005
012-Mobile AL,20-Kansas,21-Pharmaceuticals,1-Truck,0.0007,0.0006,0.0006,0.0007,0.0007,0.0008,0.0008,0.0008,0.0011,0.0011,0.0012,0.0013,0.0013,0.0013,0.0015,0.0015,0.0015,0.0017,0.0017,0.0018,0.002,0.0019,0.002
012-Mobile AL,21-Kentucky,21-Pharmaceuticals,1-Truck,0.1191,0.113,0.1156,0.1186,0.125,0.136,0.1414,0.1514,0.2095,0.2048,0.2305,0.2452,0.2304,0.2501,0.286,0.2595,0.2917,0.3339,0.2931,0.3406,0.3842,0.3263,0.3919
012-Mobile AL,21-Kentucky,21-Pharmaceuticals,5-Multiple modes & mail,0.0033,0.0031,0.0032,0.0033,0.0034,0.0038,0.0039,0.0042,0.0058,0.0056,0.0063,0.0067,0.0063,0.0069,0.0079,0.0071,0.008,0.0092,0.0081,0.0094,0.0106,0.009,0.0108
012-Mobile AL,22-Louisiana,21-Pharmaceuticals,5-Multiple modes & mail,0.0171,0.0162,0.0166,0.017,0.018,0.0196,0.0203,0.0218,0.0274,0.0267,0.0301,0.0326,0.0308,0.0333,0.0388,0.0357,0.0396,0.0462,0.0414,0.0472,0.0548,0.0478,0.0559
012-Mobile AL,24-Maryland,21-Pharmaceuticals,5-Multiple modes & mail,0.0019,0.0018,0.0019,0.0019,0.002,0.0022,0.0023,0.0025,0.0029,0.0029,0.0032,0.0036,0.0034,0.0037,0.0044,0.0039,0.0044,0.0053,0.0046,0.0054,0.0064,0.0053,0.0066
012-Mobile AL,25-Massachusetts,21-Pharmaceuticals,1-Truck,0.0239,0.0227,0.0232,0.0238,0.0251,0.0273,0.0284,0.0304,0.0361,0.0357,0.0397,0.0439,0.0427,0.0447,0.0533,0.0509,0.0544,0.0649,0.0605,0.0662,0.0789,0.072,0.0804
012-Mobile AL,25-Massachusetts,21-Pharmaceuticals,5-Multiple modes & mail,0.0013,0.0012,0.0013,0.0013,0.0014,0.0015,0.0015,0.0016,0.002,0.0019,0.0021,0.0024,0.0023,0.0024,0.0029,0.0028,0.0029,0.0035,0.0033,0.0036,0.0043,0.0039,0.0044
012-Mobile AL,26-Michigan,21-Pharmaceuticals,1-Truck,0.0403,0.0383,0.0392,0.0402,0.0423,0.0461,0.0479,0.0513,0.0607,0.0593,0.0668,0.0738,0.0695,0.0753,0.0898,0.0816,0.0916,0.1092,0.0958,0.1114,0.1328,0.1125,0.1354
012-Mobile AL,26-Michigan,21-Pharmaceuticals,5-Multiple modes & mail,0.1844,0.1751,0.1791,0.1838,0.1937,0.2107,0.219,0.2346,0.3246,0.3178,0.3571,0.3749,0.3549,0.3824,0.4322,0.3958,0.4408,0.497,0.4411,0.5069,0.5718,0.492,0.5832
012-Mobile AL,28-Mississippi,21-Pharmaceuticals,1-Truck,0.0338,0.032,0.0328,0.0336,0.0354,0.0386,0.0401,0.0429,0.0639,0.0636,0.0703,0.0744,0.0736,0.0759,0.0865,0.0856,0.0882,0.1006,0.0987,0.1026,0.1155,0.1122,0.1178
012-Mobile AL,28-Mississippi,21-Pharmaceuticals,5-Multiple modes & mail,0.024,0.0227,0.0233,0.0239,0.0252,0.0274,0.0284,0.0305,0.0453,0.0452,0.0499,0.0528,0.0523,0.0539,0.0614,0.0608,0.0626,0.0714,0.0701,0.0728,0.0819,0.0796,0.0836
012-Mobile AL,29-Missouri,21-Pharmaceuticals,1-Truck,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0006,0.0005,0.0006
012-Mobile AL,29-Missouri,21-Pharmaceuticals,5-Multiple modes & mail,0.0139,0.0132,0.0135,0.0138,0.0146,0.0159,0.0165,0.0177,0.0212,0.0208,0.0233,0.0258,0.0242,0.0263,0.0314,0.0284,0.032,0.0381,0.0333,0.0389,0.0464,0.039,0.0473
012-Mobile AL,34-New Jersey,21-Pharmaceuticals,1-Truck,0.0009,0.0008,0.0009,0.0009,0.0009,0.001,0.0011,0.0011,0.0014,0.0013,0.0015,0.0016,0.0015,0.0017,0.002,0.0018,0.002,0.0024,0.0021,0.0025,0.003,0.0024,0.003
012-Mobile AL,34-New Jersey,21-Pharmaceuticals,5-Multiple modes & mail,0.0578,0.0548,0.0561,0.0575,0.0607,0.066,0.0686,0.0735,0.0877,0.0854,0.0965,0.1066,0.0997,0.1088,0.1297,0.1161,0.1323,0.1577,0.1352,0.1609,0.1918,0.1574,0.1956
012-Mobile AL,36-New York,21-Pharmaceuticals,5-Multiple modes & mail,0.0013,0.0012,0.0012,0.0013,0.0013,0.0015,0.0015,0.0016,0.0019,0.0019,0.0021,0.0023,0.0022,0.0024,0.0029,0.0026,0.0029,0.0035,0.0031,0.0035,0.0042,0.0037,0.0043
012-Mobile AL,37-North Carolina,21-Pharmaceuticals,5-Multiple modes & mail,0.0145,0.0138,0.0141,0.0145,0.0153,0.0166,0.0173,0.0185,0.025,0.0245,0.0275,0.0299,0.0282,0.0305,0.0357,0.0326,0.0364,0.0427,0.0378,0.0436,0.0507,0.0436,0.0517
012-Mobile AL,39-Ohio,21-Pharmaceuticals,5-Multiple modes & mail,0.0005,0.0005,0.0005,0.0005,0.0005,0.0006,0.0006,0.0006,0.0009,0.0008,0.0009,0.001,0.001,0.001,0.0012,0.0011,0.0012,0.0014,0.0013,0.0014,0.0017,0.0014,0.0017
012-Mobile AL,40-Oklahoma,21-Pharmaceuticals,5-Multiple modes & mail,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002
012-Mobile AL,42-Pennsylvania,21-Pharmaceuticals,5-Multiple modes & mail,0.0016,0.0015,0.0016,0.0016,0.0017,0.0018,0.0019,0.002,0.0028,0.0027,0.003,0.0033,0.0031,0.0033,0.0038,0.0036,0.0039,0.0045,0.0041,0.0046,0.0052,0.0046,0.0053
012-Mobile AL,45-South Carolina,21-Pharmaceuticals,5-Multiple modes & mail,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002
012-Mobile AL,46-South Dakota,21-Pharmaceuticals,5-Multiple modes & mail,0.0004,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0004,0.0006,0.0006,0.0007,0.0007,0.0007,0.0007,0.0008,0.0008,0.0009,0.001,0.0009,0.001,0.0011,0.0011,0.0011
012-Mobile AL,47-Tennessee,21-Pharmaceuticals,5-Multiple modes & mail,0.0084,0.008,0.0082,0.0084,0.0089,0.0096,0.01,0.0107,0.0143,0.014,0.0157,0.0163,0.0153,0.0166,0.0185,0.0168,0.0189,0.021,0.0184,0.0214,0.0236,0.02,0.0241
012-Mobile AL,48-Texas,21-Pharmaceuticals,5-Multiple modes & mail,0.0016,0.0015,0.0015,0.0015,0.0016,0.0018,0.0018,0.002,0.0028,0.0027,0.0031,0.0033,0.0031,0.0033,0.0038,0.0035,0.0039,0.0045,0.004,0.0046,0.0052,0.0045,0.0053
012-Mobile AL,49-Utah,21-Pharmaceuticals,1-Truck,0.0011,0.001,0.001,0.0011,0.0011,0.0012,0.0013,0.0014,0.0016,0.0015,0.0017,0.0019,0.0018,0.0019,0.0023,0.0022,0.0023,0.0028,0.0026,0.0028,0.0034,0.0031,0.0035
012-Mobile AL,51-Virginia,21-Pharmaceuticals,5-Multiple modes & mail,0.001,0.0009,0.0009,0.001,0.001,0.0011,0.0012,0.0012,0.0016,0.0015,0.0017,0.0019,0.0017,0.0019,0.0022,0.0019,0.0023,0.0026,0.0022,0.0027,0.0031,0.0025,0.0032
012-Mobile AL,54-West Virginia,21-Pharmaceuticals,5-Multiple modes & mail,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002
019-Rest of AL,01-Alabama,21-Pharmaceuticals,1-Truck,8.5158,8.0844,8.27,8.4837,8.9413,9.7293,10.1122,10.832,14.491,14.3375,15.9401,16.747,16.4149,17.0819,19.3235,18.7017,19.4081,22.3316,21.3766,22.4564,25.4543,24.0964,25.6342
019-Rest of AL,01-Alabama,21-Pharmaceuticals,5-Multiple modes & mail,4.8187,4.5745,4.6795,4.8005,5.0594,5.5053,5.7219,6.1292,8.0577,7.9712,8.8635,9.4098,9.1862,9.598,10.9793,10.58,11.0775,12.8331,12.2289,12.9602,14.8355,13.9798,14.9998
019-Rest of AL,02-Alaska,21-Pharmaceuticals,5-Multiple modes & mail,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004
019-Rest of AL,04-Arizona,21-Pharmaceuticals,5-Multiple modes & mail,0.0097,0.0092,0.0094,0.0096,0.0102,0.0111,0.0115,0.0123,0.0147,0.0145,0.0161,0.0178,0.0177,0.0181,0.0215,0.0213,0.0219,0.0261,0.0256,0.0265,0.0315,0.0308,0.0321
019-Rest of AL,05-Arkansas,21-Pharmaceuticals,4-Air (include truck-air),0.027,0.0257,0.0262,0.0269,0.0284,0.0309,0.0321,0.0344,0.0474,0.0462,0.0521,0.0561,0.053,0.0572,0.066,0.0598,0.0667,0.0777,0.0674,0.0786,0.0906,0.0754,0.092
019-Rest of AL,05-Arkansas,21-Pharmaceuticals,5-Multiple modes & mail,0.0286,0.0271,0.0278,0.0285,0.03,0.0327,0.034,0.0364,0.0501,0.0489,0.0552,0.0593,0.0561,0.0605,0.0698,0.0632,0.0705,0.0822,0.0714,0.0832,0.0959,0.0798,0.0973
019-Rest of AL,06-California,21-Pharmaceuticals,4-Air (include truck-air),0.0501,0.0476,0.0487,0.05,0.0527,0.0573,0.0595,0.0638,0.0736,0.0726,0.081,0.0895,0.0892,0.0913,0.1089,0.1058,0.1121,0.1324,0.1256,0.1361,0.161,0.1487,0.165
019-Rest of AL,06-California,21-Pharmaceuticals,5-Multiple modes & mail,0.0109,0.0103,0.0106,0.0108,0.0114,0.0124,0.0129,0.0138,0.017,0.0168,0.0187,0.0204,0.0203,0.0209,0.0246,0.0239,0.0253,0.0297,0.0281,0.0304,0.0356,0.0328,0.0364
019-Rest of AL,08-Colorado,21-Pharmaceuticals,5-Multiple modes & mail,0.0111,0.0106,0.0108,0.0111,0.0117,0.0127,0.0132,0.0142,0.017,0.0169,0.0187,0.0206,0.0204,0.021,0.0248,0.0243,0.0249,0.03,0.0289,0.03,0.0363,0.0346,0.037
019-Rest of AL,10-Delaware,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003
019-Rest of AL,12-Florida,21-Pharmaceuticals,1-Truck,0.0615,0.0584,0.0597,0.0613,0.0646,0.0703,0.073,0.0782,0.1005,0.098,0.1105,0.1176,0.1113,0.1199,0.1389,0.1268,0.1393,0.1626,0.1434,0.1632,0.1879,0.16,0.1888
019-Rest of AL,12-Florida,21-Pharmaceuticals,4-Air (include truck-air),0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
019-Rest of AL,12-Florida,21-Pharmaceuticals,5-Multiple modes & mail,0.0261,0.0248,0.0254,0.026,0.0275,0.0299,0.0311,0.0333,0.0425,0.0415,0.0467,0.0501,0.0476,0.0511,0.0594,0.0545,0.0595,0.0701,0.0623,0.0704,0.0817,0.0703,0.0821
019-Rest of AL,13-Georgia,21-Pharmaceuticals,1-Truck,1.0412,0.9885,1.0112,1.0373,1.0932,1.1896,1.2364,1.3244,1.7551,1.7136,1.9306,2.0118,1.8945,2.052,2.3008,2.0858,2.306,2.6334,2.3011,2.6438,2.9724,2.5006,2.9852
019-Rest of AL,13-Georgia,21-Pharmaceuticals,5-Multiple modes & mail,2.0035,1.902,1.9456,1.9959,2.1035,2.289,2.379,2.5484,3.1819,3.1073,3.5,3.7497,3.5295,3.8247,4.4176,4.0035,4.4662,5.2116,4.5519,5.2746,6.113,5.14,6.1898
019-Rest of AL,16-Idaho,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
019-Rest of AL,17-Illinois,21-Pharmaceuticals,1-Truck,0.1136,0.1078,0.1103,0.1131,0.1192,0.1297,0.1349,0.1444,0.193,0.1894,0.2123,0.2256,0.2158,0.2301,0.2629,0.2438,0.2641,0.3062,0.2757,0.3077,0.3542,0.3097,0.356
019-Rest of AL,17-Illinois,21-Pharmaceuticals,5-Multiple modes & mail,0.1253,0.1189,0.1217,0.1248,0.1315,0.1431,0.1488,0.1594,0.2129,0.209,0.2342,0.2488,0.238,0.2538,0.29,0.2689,0.2913,0.3378,0.3042,0.3394,0.3908,0.3417,0.3928
019-Rest of AL,18-Indiana,21-Pharmaceuticals,5-Multiple modes & mail,0.0367,0.0348,0.0356,0.0365,0.0385,0.0419,0.0435,0.0466,0.0638,0.063,0.0702,0.0748,0.0723,0.0763,0.0874,0.0828,0.0888,0.1021,0.0949,0.1023,0.1184,0.1082,0.1192
019-Rest of AL,19-Iowa,21-Pharmaceuticals,5-Multiple modes & mail,0.008,0.0076,0.0077,0.0079,0.0084,0.0091,0.0094,0.0101,0.0117,0.0116,0.0128,0.0142,0.0136,0.0145,0.0172,0.0164,0.0176,0.021,0.0197,0.0214,0.0255,0.0236,0.026
019-Rest of AL,20-Kansas,21-Pharmaceuticals,5-Multiple modes & mail,0.0811,0.077,0.0788,0.0808,0.0852,0.0927,0.0963,0.1032,0.1195,0.1183,0.1315,0.1449,0.1435,0.1478,0.1756,0.1727,0.1791,0.2129,0.208,0.2172,0.258,0.25,0.2631
019-Rest of AL,21-Kentucky,21-Pharmaceuticals,5-Multiple modes & mail,0.0099,0.0094,0.0096,0.0098,0.0104,0.0113,0.0117,0.0126,0.0163,0.0159,0.0179,0.019,0.0179,0.0194,0.0222,0.0201,0.0226,0.0259,0.0227,0.026,0.0298,0.0253,0.0301
019-Rest of AL,22-Louisiana,21-Pharmaceuticals,1-Truck,0.0465,0.0442,0.0452,0.0464,0.0489,0.0532,0.0553,0.0592,0.0824,0.0804,0.0907,0.0975,0.0922,0.0994,0.1151,0.1058,0.1156,0.1361,0.1219,0.1371,0.1586,0.1384,0.1603
019-Rest of AL,22-Louisiana,21-Pharmaceuticals,4-Air (include truck-air),0.0562,0.0533,0.0546,0.056,0.059,0.0642,0.0667,0.0714,0.0927,0.0902,0.1019,0.107,0.1014,0.1092,0.1233,0.1136,0.1247,0.1422,0.1276,0.1443,0.1617,0.1412,0.1647
019-Rest of AL,22-Louisiana,21-Pharmaceuticals,5-Multiple modes & mail,0.1502,0.1426,0.1459,0.1497,0.1577,0.1716,0.1784,0.1911,0.2629,0.2565,0.2892,0.3097,0.2932,0.3159,0.3644,0.3352,0.3664,0.4292,0.3847,0.433,0.4984,0.435,0.5045
019-Rest of AL,23-Maine,21-Pharmaceuticals,5-Multiple modes & mail,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0006,0.0006,0.0006,0.0007,0.0007,0.0007,0.0008,0.0008,0.0008,0.001,0.001,0.001
019-Rest of AL,24-Maryland,21-Pharmaceuticals,5-Multiple modes & mail,0.7011,0.6656,0.6809,0.6985,0.7361,0.801,0.8325,0.8918,1.2539,1.2279,1.3792,1.5021,1.4099,1.5321,1.7928,1.6151,1.8287,2.1377,1.8481,2.1804,2.526,2.0924,2.5765
019-Rest of AL,25-Massachusetts,21-Pharmaceuticals,4-Air (include truck-air),0.0002,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005
019-Rest of AL,25-Massachusetts,21-Pharmaceuticals,5-Multiple modes & mail,1.6942,1.6084,1.6453,1.6878,1.7788,1.9356,2.0118,2.155,2.5327,2.5106,2.7859,3.0799,2.9975,3.1415,3.7453,3.5711,3.768,4.5546,4.2512,4.6064,5.5387,5.0553,5.6254
019-Rest of AL,26-Michigan,21-Pharmaceuticals,4-Air (include truck-air),0.2028,0.1925,0.1969,0.202,0.2129,0.2317,0.2408,0.2579,0.3335,0.3264,0.3668,0.385,0.3645,0.3927,0.4438,0.4064,0.4526,0.5102,0.4529,0.5204,0.5869,0.505,0.5986
019-Rest of AL,26-Michigan,21-Pharmaceuticals,5-Multiple modes & mail,0.035,0.0332,0.034,0.0348,0.0367,0.04,0.0415,0.0445,0.0581,0.0569,0.0639,0.0675,0.0639,0.0688,0.0782,0.0716,0.0798,0.0904,0.0802,0.0922,0.1047,0.0901,0.1066
019-Rest of AL,27-Minnesota,21-Pharmaceuticals,5-Multiple modes & mail,0.0032,0.003,0.0031,0.0032,0.0033,0.0036,0.0038,0.004,0.0047,0.0046,0.0051,0.0057,0.0056,0.0058,0.0069,0.0067,0.007,0.0084,0.0081,0.0085,0.0102,0.0098,0.0104
019-Rest of AL,28-Mississippi,21-Pharmaceuticals,1-Truck,0.1411,0.1339,0.137,0.1406,0.1481,0.1612,0.1675,0.1795,0.2494,0.2484,0.2743,0.2904,0.2875,0.2962,0.3375,0.3342,0.3394,0.3928,0.3853,0.3943,0.4507,0.438,0.4523
019-Rest of AL,28-Mississippi,21-Pharmaceuticals,4-Air (include truck-air),0.0007,0.0007,0.0007,0.0007,0.0007,0.0008,0.0008,0.0009,0.0012,0.0012,0.0013,0.0014,0.0014,0.0015,0.0017,0.0016,0.0017,0.0019,0.0019,0.0019,0.0022,0.0022,0.0022
019-Rest of AL,28-Mississippi,21-Pharmaceuticals,5-Multiple modes & mail,0.8716,0.8274,0.8464,0.8683,0.9151,0.9958,1.035,1.1087,1.5408,1.5346,1.6949,1.794,1.776,1.8298,2.085,2.0649,2.0969,2.4267,2.3803,2.4357,2.7841,2.7061,2.7941
019-Rest of AL,29-Missouri,21-Pharmaceuticals,1-Truck,0.0305,0.0289,0.0296,0.0303,0.032,0.0348,0.0362,0.0387,0.046,0.0452,0.0506,0.056,0.0526,0.0571,0.0681,0.0616,0.0695,0.0828,0.0723,0.0845,0.1007,0.0847,0.1027
019-Rest of AL,29-Missouri,21-Pharmaceuticals,5-Multiple modes & mail,0.0252,0.0239,0.0245,0.0251,0.0265,0.0288,0.0299,0.032,0.0436,0.0428,0.048,0.0522,0.0492,0.0533,0.0618,0.0562,0.0631,0.074,0.065,0.0755,0.0884,0.0749,0.0902
019-Rest of AL,30-Montana,21-Pharmaceuticals,5-Multiple modes & mail,0.0016,0.0015,0.0016,0.0016,0.0017,0.0018,0.0019,0.002,0.0027,0.0027,0.003,0.0032,0.0032,0.0033,0.0038,0.0037,0.0039,0.0044,0.0043,0.0045,0.0051,0.005,0.0053
019-Rest of AL,31-Nebraska,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003,0.0004,0.0003,0.0004,0.0004,0.0004,0.0004
019-Rest of AL,32-Nevada,21-Pharmaceuticals,5-Multiple modes & mail,0.0127,0.0121,0.0124,0.0127,0.0134,0.0145,0.0151,0.0162,0.0183,0.0175,0.0202,0.0223,0.0217,0.0227,0.0271,0.0256,0.0293,0.033,0.0304,0.0359,0.0401,0.0361,0.0441
