Target,ATC2 Class,Period,Model,Actual,Forecast,Error,MAE
Number of Prescriptions,B03,2024Q2,SARIMA,39609.0,54323.58984375,14714.58984375,15250.7421875
Number of Prescriptions,B03,2024Q3,Historical Mean,46135.0,36798.71428571428,9336.285714285717,5727.642857142859
Number of Prescriptions,B03,2024Q3,Naive,46135.0,52566.0,6431.0,13033.5
Number of Prescriptions,B03,2024Q3,Seasonal Naive,46135.0,52385.0,6250.0,14656.5
Number of Prescriptions,B03,2024Q3,AutoARIMA,46135.0,55242.89453125,9107.89453125,15250.7421875
Number of Prescriptions,B03,2024Q3,SARIMA,46135.0,55242.89453125,9107.89453125,15250.7421875
Number of Prescriptions,B03,2024Q4,Historical Mean,30811.0,36798.71428571428,5987.714285714283,5727.642857142859
Number of Prescriptions,B03,2024Q4,Naive,30811.0,52566.0,21755.0,13033.5
Number of Prescriptions,B03,2024Q4,Seasonal Naive,30811.0,52566.0,21755.0,14656.5
Number of Prescriptions,B03,2024Q4,AutoARIMA,30811.0,56162.203125,25351.203125,15250.7421875
Number of Prescriptions,B03,2024Q4,SARIMA,30811.0,56162.203125,25351.203125,15250.7421875
Number of Prescriptions,B05,2024Q1,Historical Mean,29073.0,20329.785714285714,8743.214285714286,6155.214285714286
Number of Prescriptions,B05,2024Q1,Naive,29073.0,13606.0,15467.0,12879.0
Number of Prescriptions,B05,2024Q1,Seasonal Naive,29073.0,11827.0,17246.0,13680.5
Number of Prescriptions,B05,2024Q1,AutoARIMA,29073.0,15058.478515625,14014.521484375,10052.472412109375
Number of Prescriptions,B05,2024Q1,SARIMA,29073.0,15058.478515625,14014.521484375,10052.472412109375
Number of Prescriptions,B05,2024Q2,Historical Mean,31621.0,20329.785714285714,11291.214285714286,6155.214285714286
Number of Prescriptions,B05,2024Q2,Naive,31621.0,13606.0,18015.0,12879.0
Number of Prescriptions,B05,2024Q2,Seasonal Naive,31621.0,12740.0,18881.0,13680.5
Number of Prescriptions,B05,2024Q2,AutoARIMA,31621.0,16145.4052734375,15475.5947265625,10052.472412109375
Number of Prescriptions,B05,2024Q2,SARIMA,31621.0,16145.4052734375,15475.5947265625,10052.472412109375
Number of Prescriptions,B05,2024Q3,Historical Mean,23510.0,20329.785714285714,3180.2142857142862,6155.214285714286
Number of Prescriptions,B05,2024Q3,Naive,23510.0,13606.0,9904.0,12879.0
Number of Prescriptions,B05,2024Q3,Seasonal Naive,23510.0,13045.0,10465.0,13680.5
Number of Prescriptions,B05,2024Q3,AutoARIMA,23510.0,16958.779296875,6551.220703125,10052.472412109375
Number of Prescriptions,B05,2024Q3,SARIMA,23510.0,16958.779296875,6551.220703125,10052.472412109375
Number of Prescriptions,B05,2024Q4,Historical Mean,21736.0,20329.785714285714,1406.2142857142862,6155.214285714286
Number of Prescriptions,B05,2024Q4,Naive,21736.0,13606.0,8130.0,12879.0
Number of Prescriptions,B05,2024Q4,Seasonal Naive,21736.0,13606.0,8130.0,13680.5
Number of Prescriptions,B05,2024Q4,AutoARIMA,21736.0,17567.447265625,4168.552734375,10052.472412109375
Number of Prescriptions,B05,2024Q4,SARIMA,21736.0,17567.447265625,4168.552734375,10052.472412109375
Number of Prescriptions,B06,2024Q1,Historical Mean,627.0,556.1785714285714,70.82142857142856,173.07142857142856
Number of Prescriptions,B06,2024Q1,Naive,627.0,350.0,277.0,379.25
Number of Prescriptions,B06,2024Q1,Seasonal Naive,627.0,786.0,159.0,217.5
Number of Prescriptions,B06,2024Q1,AutoARIMA,627.0,522.4698486328125,104.5301513671875,206.7801513671875
Number of Prescriptions,B06,2024Q1,SARIMA,627.0,522.4698486328125,104.5301513671875,206.7801513671875
Number of Prescriptions,B06,2024Q2,Historical Mean,1021.0,556.1785714285714,464.82142857142856,173.07142857142856
Number of Prescriptions,B06,2024Q2,Naive,1021.0,350.0,671.0,379.25
Number of Prescriptions,B06,2024Q2,Seasonal Naive,1021.0,641.0,380.0,217.5
Number of Prescriptions,B06,2024Q2,AutoARIMA,1021.0,522.4698486328125,498.5301513671875,206.7801513671875
Number of Prescriptions,B06,2024Q2,SARIMA,1021.0,522.4698486328125,498.5301513671875,206.7801513671875
Number of Prescriptions,B06,2024Q3,Historical Mean,667.0,556.1785714285714,110.82142857142856,173.07142857142856
Number of Prescriptions,B06,2024Q3,Naive,667.0,350.0,317.0,379.25
Number of Prescriptions,B06,2024Q3,Seasonal Naive,667.0,746.0,79.0,217.5
Number of Prescriptions,B06,2024Q3,AutoARIMA,667.0,522.4698486328125,144.5301513671875,206.7801513671875
Number of Prescriptions,B06,2024Q3,SARIMA,667.0,522.4698486328125,144.5301513671875,206.7801513671875
Number of Prescriptions,B06,2024Q4,Historical Mean,602.0,556.1785714285714,45.821428571428555,173.07142857142856
Number of Prescriptions,B06,2024Q4,Naive,602.0,350.0,252.0,379.25
Number of Prescriptions,B06,2024Q4,Seasonal Naive,602.0,350.0,252.0,217.5
Number of Prescriptions,B06,2024Q4,AutoARIMA,602.0,522.4698486328125,79.5301513671875,206.7801513671875
Number of Prescriptions,B06,2024Q4,SARIMA,602.0,522.4698486328125,79.5301513671875,206.7801513671875
Number of Prescriptions,C01,2024Q1,Historical Mean,50001.0,24000.5,26000.5,20081.5
Number of Prescriptions,C01,2024Q1,Naive,50001.0,19601.0,30400.0,24481.0
Number of Prescriptions,C01,2024Q1,Seasonal Naive,50001.0,36107.0,13894.0,18472.25
Number of Prescriptions,C01,2024Q1,AutoARIMA,50001.0,22561.62109375,27439.37890625,20686.47509765625
Number of Prescriptions,C01,2024Q1,SARIMA,50001.0,21306.599609375,28694.400390625,20014.6962890625
Number of Prescriptions,C01,2024Q2,Historical Mean,39129.0,24000.5,15128.5,20081.5
Number of Prescriptions,C01,2024Q2,Naive,39129.0,19601.0,19528.0,24481.0
Number of Prescriptions,C01,2024Q2,Seasonal Naive,39129.0,21620.0,17509.0,18472.25
Number of Prescriptions,C01,2024Q2,AutoARIMA,39129.0,23462.79296875,15666.20703125,20686.47509765625
Number of Prescriptions,C01,2024Q2,SARIMA,39129.0,24104.1875,15024.8125,20014.6962890625
Number of Prescriptions,C01,2024Q3,Historical Mean,44756.0,24000.5,20755.5,20081.5
Number of Prescriptions,C01,2024Q3,Naive,44756.0,19601.0,25155.0,24481.0
Number of Prescriptions,C01,2024Q3,Seasonal Naive,44756.0,25111.0,19645.0,18472.25
Number of Prescriptions,C01,2024Q3,AutoARIMA,44756.0,23737.095703125,21018.904296875,20686.47509765625
Number of Prescriptions,C01,2024Q3,SARIMA,44756.0,25390.123046875,19365.876953125,20014.6962890625
Number of Prescriptions,C01,2024Q4,Historical Mean,42442.0,24000.5,18441.5,20081.5
Number of Prescriptions,C01,2024Q4,Naive,42442.0,19601.0,22841.0,24481.0
Number of Prescriptions,C01,2024Q4,Seasonal Naive,42442.0,19601.0,22841.0,18472.25
Number of Prescriptions,C01,2024Q4,AutoARIMA,42442.0,23820.58984375,18621.41015625,20686.47509765625
Number of Prescriptions,C01,2024Q4,SARIMA,42442.0,25468.3046875,16973.6953125,20014.6962890625
Number of Prescriptions,C02,2024Q1,Historical Mean,62525.0,57695.107142857145,4829.892857142855,5450.4464285714275
Number of Prescriptions,C02,2024Q1,Naive,62525.0,77939.0,15414.0,16771.5
Number of Prescriptions,C02,2024Q1,Seasonal Naive,62525.0,80327.0,17802.0,14598.25
Number of Prescriptions,C02,2024Q1,AutoARIMA,62525.0,77939.0,15414.0,16771.5
Number of Prescriptions,C02,2024Q1,SARIMA,62525.0,77939.0,15414.0,16771.5
Number of Prescriptions,C02,2024Q2,Historical Mean,68014.0,57695.107142857145,10318.892857142855,5450.4464285714275
Number of Prescriptions,C02,2024Q2,Naive,68014.0,77939.0,9925.0,16771.5
Number of Prescriptions,C02,2024Q2,Seasonal Naive,68014.0,76841.0,8827.0,14598.25
Number of Prescriptions,C02,2024Q2,AutoARIMA,68014.0,77939.0,9925.0,16771.5
Number of Prescriptions,C02,2024Q2,SARIMA,68014.0,77939.0,9925.0,16771.5
Number of Prescriptions,C02,2024Q3,Historical Mean,60392.0,57695.107142857145,2696.892857142855,5450.4464285714275
Number of Prescriptions,C02,2024Q3,Naive,60392.0,77939.0,17547.0,16771.5
Number of Prescriptions,C02,2024Q3,Seasonal Naive,60392.0,67956.0,7564.0,14598.25
Number of Prescriptions,C02,2024Q3,AutoARIMA,60392.0,77939.0,17547.0,16771.5
Number of Prescriptions,C02,2024Q3,SARIMA,60392.0,77939.0,17547.0,16771.5
Number of Prescriptions,C02,2024Q4,Historical Mean,53739.0,57695.107142857145,3956.107142857145,5450.4464285714275
Number of Prescriptions,C02,2024Q4,Naive,53739.0,77939.0,24200.0,16771.5
Number of Prescriptions,C02,2024Q4,Seasonal Naive,53739.0,77939.0,24200.0,14598.25
Number of Prescriptions,C02,2024Q4,AutoARIMA,53739.0,77939.0,24200.0,16771.5
Number of Prescriptions,C02,2024Q4,SARIMA,53739.0,77939.0,24200.0,16771.5
Number of Prescriptions,C03,2024Q1,Historical Mean,82419.0,84778.07142857143,2359.071428571435,7454.571428571435
Number of Prescriptions,C03,2024Q1,Naive,82419.0,81138.0,1281.0,4527.5
Number of Prescriptions,C03,2024Q1,Seasonal Naive,82419.0,90927.0,8508.0,10897.0
Number of Prescriptions,C03,2024Q1,AutoARIMA,82419.0,81138.0,1281.0,4527.5
Number of Prescriptions,C03,2024Q1,SARIMA,82419.0,81138.0,1281.0,4527.5
Number of Prescriptions,C03,2024Q2,Historical Mean,81283.0,84778.07142857143,3495.071428571435,7454.571428571435
Number of Prescriptions,C03,2024Q2,Naive,81283.0,81138.0,145.0,4527.5
Number of Prescriptions,C03,2024Q2,Seasonal Naive,81283.0,92853.0,11570.0,10897.0
Number of Prescriptions,C03,2024Q2,AutoARIMA,81283.0,81138.0,145.0,4527.5
Number of Prescriptions,C03,2024Q2,SARIMA,81283.0,81138.0,145.0,4527.5
Number of Prescriptions,C03,2024Q3,Historical Mean,78991.0,84778.07142857143,5787.071428571435,7454.571428571435
Number of Prescriptions,C03,2024Q3,Naive,78991.0,81138.0,2147.0,4527.5
Number of Prescriptions,C03,2024Q3,Seasonal Naive,78991.0,87964.0,8973.0,10897.0
Number of Prescriptions,C03,2024Q3,AutoARIMA,78991.0,81138.0,2147.0,4527.5
Number of Prescriptions,C03,2024Q3,SARIMA,78991.0,81138.0,2147.0,4527.5
Number of Prescriptions,C03,2024Q4,Historical Mean,66601.0,84778.07142857143,18177.071428571435,7454.571428571435
Number of Prescriptions,C03,2024Q4,Naive,66601.0,81138.0,14537.0,4527.5
Number of Prescriptions,C03,2024Q4,Seasonal Naive,66601.0,81138.0,14537.0,10897.0
Number of Prescriptions,C03,2024Q4,AutoARIMA,66601.0,81138.0,14537.0,4527.5
Number of Prescriptions,C03,2024Q4,SARIMA,66601.0,81138.0,14537.0,4527.5
Number of Prescriptions,C04,2024Q1,Historical Mean,194.0,309.42857142857144,115.42857142857144,114.42857142857144
Number of Prescriptions,C04,2024Q1,Naive,194.0,205.0,11.0,22.5
Number of Prescriptions,C04,2024Q1,Seasonal Naive,194.0,237.0,43.0,25.5
Number of Prescriptions,C04,2024Q1,AutoARIMA,194.0,186.591064453125,7.408935546875,23.099498748779297
Number of Prescriptions,C04,2024Q1,SARIMA,194.0,186.591064453125,7.408935546875,23.099498748779297
Number of Prescriptions,C04,2024Q2,Historical Mean,230.0,309.42857142857144,79.42857142857144,114.42857142857144
Number of Prescriptions,C04,2024Q2,Naive,230.0,205.0,25.0,22.5
Number of Prescriptions,C04,2024Q2,Seasonal Naive,230.0,223.0,7.0,25.5
Number of Prescriptions,C04,2024Q2,AutoARIMA,230.0,176.79736328125,53.20263671875,23.099498748779297
Number of Prescriptions,C04,2024Q2,SARIMA,230.0,176.79736328125,53.20263671875,23.099498748779297
Number of Prescriptions,C04,2024Q3,Historical Mean,191.0,309.42857142857144,118.42857142857144,114.42857142857144
Number of Prescriptions,C04,2024Q3,Naive,191.0,205.0,14.0,22.5
Number of Prescriptions,C04,2024Q3,Seasonal Naive,191.0,179.0,12.0,25.5
Number of Prescriptions,C04,2024Q3,AutoARIMA,191.0,167.00364685058594,23.996353149414062,23.099498748779297
Number of Prescriptions,C04,2024Q3,SARIMA,191.0,167.00364685058594,23.996353149414062,23.099498748779297
Number of Prescriptions,C04,2024Q4,Historical Mean,165.0,309.42857142857144,144.42857142857144,114.42857142857144
Number of Prescriptions,C04,2024Q4,Naive,165.0,205.0,40.0,22.5
Number of Prescriptions,C04,2024Q4,Seasonal Naive,165.0,205.0,40.0,25.5
Number of Prescriptions,C04,2024Q4,AutoARIMA,165.0,157.20993041992188,7.790069580078125,23.099498748779297
Number of Prescriptions,C04,2024Q4,SARIMA,165.0,157.20993041992188,7.790069580078125,23.099498748779297
Number of Prescriptions,C05,2024Q1,Historical Mean,10562.0,13067.5,2505.5,2222.25
Number of Prescriptions,C05,2024Q1,Naive,10562.0,18003.0,7441.0,6488.0
Number of Prescriptions,C05,2024Q1,Seasonal Naive,10562.0,19430.0,8868.0,7642.0
Number of Prescriptions,C05,2024Q1,AutoARIMA,10562.0,15654.1572265625,5092.1572265625,3163.51171875
Number of Prescriptions,C05,2024Q1,SARIMA,10562.0,15654.1572265625,5092.1572265625,3163.51171875
Number of Prescriptions,C05,2024Q2,Historical Mean,11044.0,13067.5,2023.5,2222.25
Number of Prescriptions,C05,2024Q2,Naive,11044.0,18003.0,6959.0,6488.0
Number of Prescriptions,C05,2024Q2,Seasonal Naive,11044.0,21064.0,10020.0,7642.0
Number of Prescriptions,C05,2024Q2,AutoARIMA,11044.0,14514.31640625,3470.31640625,3163.51171875
Number of Prescriptions,C05,2024Q2,SARIMA,11044.0,14514.31640625,3470.31640625,3163.51171875
Number of Prescriptions,C05,2024Q3,Historical Mean,14407.0,13067.5,1339.5,2222.25
Number of Prescriptions,C05,2024Q3,Naive,14407.0,18003.0,3596.0,6488.0
Number of Prescriptions,C05,2024Q3,Seasonal Naive,14407.0,10683.0,3724.0,7642.0
Number of Prescriptions,C05,2024Q3,AutoARIMA,14407.0,13961.1767578125,445.8232421875,3163.51171875
Number of Prescriptions,C05,2024Q3,SARIMA,14407.0,13961.1767578125,445.8232421875,3163.51171875
Number of Prescriptions,C05,2024Q4,Historical Mean,10047.0,13067.5,3020.5,2222.25
Number of Prescriptions,C05,2024Q4,Naive,10047.0,18003.0,7956.0,6488.0
Number of Prescriptions,C05,2024Q4,Seasonal Naive,10047.0,18003.0,7956.0,7642.0
Number of Prescriptions,C05,2024Q4,AutoARIMA,10047.0,13692.75,3645.75,3163.51171875
Number of Prescriptions,C05,2024Q4,SARIMA,10047.0,13692.75,3645.75,3163.51171875
Number of Prescriptions,C07,2024Q1,Historical Mean,95918.0,90948.28571428571,4969.71428571429,4809.357142857145
Number of Prescriptions,C07,2024Q1,Naive,95918.0,97450.0,1532.0,7422.5
Number of Prescriptions,C07,2024Q1,Seasonal Naive,95918.0,109466.0,13548.0,15212.75
Number of Prescriptions,C07,2024Q1,AutoARIMA,95918.0,97450.0,1532.0,7422.5
Number of Prescriptions,C07,2024Q1,SARIMA,95918.0,97450.0,1532.0,7422.5
Number of Prescriptions,C07,2024Q2,Historical Mean,93186.0,90948.28571428571,2237.71428571429,4809.357142857145
Number of Prescriptions,C07,2024Q2,Naive,93186.0,97450.0,4264.0,7422.5
Number of Prescriptions,C07,2024Q2,Seasonal Naive,93186.0,111565.0,18379.0,15212.75
Number of Prescriptions,C07,2024Q2,AutoARIMA,93186.0,97450.0,4264.0,7422.5
Number of Prescriptions,C07,2024Q2,SARIMA,93186.0,97450.0,4264.0,7422.5
Number of Prescriptions,C07,2024Q3,Historical Mean,91518.0,90948.28571428571,569.7142857142899,4809.357142857145
Number of Prescriptions,C07,2024Q3,Naive,91518.0,97450.0,5932.0,7422.5
Number of Prescriptions,C07,2024Q3,Seasonal Naive,91518.0,102480.0,10962.0,15212.75
Number of Prescriptions,C07,2024Q3,AutoARIMA,91518.0,97450.0,5932.0,7422.5
Number of Prescriptions,C07,2024Q3,SARIMA,91518.0,97450.0,5932.0,7422.5
Number of Prescriptions,C07,2024Q4,Historical Mean,79488.0,90948.28571428571,11460.28571428571,4809.357142857145
Number of Prescriptions,C07,2024Q4,Naive,79488.0,97450.0,17962.0,7422.5
Number of Prescriptions,C07,2024Q4,Seasonal Naive,79488.0,97450.0,17962.0,15212.75
Number of Prescriptions,C07,2024Q4,AutoARIMA,79488.0,97450.0,17962.0,7422.5
Number of Prescriptions,C07,2024Q4,SARIMA,79488.0,97450.0,17962.0,7422.5
Number of Prescriptions,C08,2024Q1,Historical Mean,59937.0,55995.28571428572,3941.7142857142826,3464.0
Number of Prescriptions,C08,2024Q1,Naive,59937.0,59215.0,722.0,3727.5
Number of Prescriptions,C08,2024Q1,Seasonal Naive,59937.0,67081.0,7144.0,8400.25
Number of Prescriptions,C08,2024Q1,AutoARIMA,59937.0,58976.06640625,960.93359375,3608.033203125
Number of Prescriptions,C08,2024Q1,SARIMA,59937.0,58976.06640625,960.93359375,3608.033203125
Number of Prescriptions,C08,2024Q2,Historical Mean,58688.0,55995.28571428572,2692.7142857142826,3464.0
Number of Prescriptions,C08,2024Q2,Naive,58688.0,59215.0,527.0,3727.5
Number of Prescriptions,C08,2024Q2,Seasonal Naive,58688.0,68357.0,9669.0,8400.25
Number of Prescriptions,C08,2024Q2,AutoARIMA,58688.0,58976.06640625,288.06640625,3608.033203125
Number of Prescriptions,C08,2024Q2,SARIMA,58688.0,58976.06640625,288.06640625,3608.033203125
Number of Prescriptions,C08,2024Q3,Historical Mean,55981.0,55995.28571428572,14.285714285717404,3464.0
Number of Prescriptions,C08,2024Q3,Naive,55981.0,59215.0,3234.0,3727.5
Number of Prescriptions,C08,2024Q3,Seasonal Naive,55981.0,62342.0,6361.0,8400.25
Number of Prescriptions,C08,2024Q3,AutoARIMA,55981.0,58976.06640625,2995.06640625,3608.033203125
Number of Prescriptions,C08,2024Q3,SARIMA,55981.0,58976.06640625,2995.06640625,3608.033203125
Number of Prescriptions,C08,2024Q4,Historical Mean,48788.0,55995.28571428572,7207.285714285717,3464.0
Number of Prescriptions,C08,2024Q4,Naive,48788.0,59215.0,10427.0,3727.5
Number of Prescriptions,C08,2024Q4,Seasonal Naive,48788.0,59215.0,10427.0,8400.25
Number of Prescriptions,C08,2024Q4,AutoARIMA,48788.0,58976.06640625,10188.06640625,3608.033203125
Number of Prescriptions,C08,2024Q4,SARIMA,48788.0,58976.06640625,10188.06640625,3608.033203125
Number of Prescriptions,C09,2024Q1,Historical Mean,106891.0,108890.57142857143,1999.5714285714348,8860.071428571435
Number of Prescriptions,C09,2024Q1,Naive,106891.0,112950.0,6059.0,12919.5
Number of Prescriptions,C09,2024Q1,Seasonal Naive,106891.0,130805.0,23914.0,23521.0
Number of Prescriptions,C09,2024Q1,AutoARIMA,106891.0,112950.0,6059.0,12919.5
Number of Prescriptions,C09,2024Q1,SARIMA,106891.0,112950.0,6059.0,12919.5
Number of Prescriptions,C09,2024Q2,Historical Mean,103594.0,108890.57142857143,5296.571428571435,8860.071428571435
Number of Prescriptions,C09,2024Q2,Naive,103594.0,112950.0,9356.0,12919.5
Number of Prescriptions,C09,2024Q2,Seasonal Naive,103594.0,131287.0,27693.0,23521.0
Number of Prescriptions,C09,2024Q2,AutoARIMA,103594.0,112950.0,9356.0,12919.5
Number of Prescriptions,C09,2024Q2,SARIMA,103594.0,112950.0,9356.0,12919.5
Number of Prescriptions,C09,2024Q3,Historical Mean,100801.0,108890.57142857143,8089.571428571435,8860.071428571435
Number of Prescriptions,C09,2024Q3,Naive,100801.0,112950.0,12149.0,12919.5
Number of Prescriptions,C09,2024Q3,Seasonal Naive,100801.0,119164.0,18363.0,23521.0
Number of Prescriptions,C09,2024Q3,AutoARIMA,100801.0,112950.0,12149.0,12919.5
Number of Prescriptions,C09,2024Q3,SARIMA,100801.0,112950.0,12149.0,12919.5
Number of Prescriptions,C09,2024Q4,Historical Mean,88836.0,108890.57142857143,20054.571428571435,8860.071428571435
Number of Prescriptions,C09,2024Q4,Naive,88836.0,112950.0,24114.0,12919.5
Number of Prescriptions,C09,2024Q4,Seasonal Naive,88836.0,112950.0,24114.0,23521.0
Number of Prescriptions,C09,2024Q4,AutoARIMA,88836.0,112950.0,24114.0,12919.5
Number of Prescriptions,C09,2024Q4,SARIMA,88836.0,112950.0,24114.0,12919.5
Number of Prescriptions,C10,2024Q1,Historical Mean,127248.0,116991.85714285714,10256.142857142855,7645.8214285714275
Number of Prescriptions,C10,2024Q1,Naive,127248.0,126760.0,488.0,6956.75
Number of Prescriptions,C10,2024Q1,Seasonal Naive,127248.0,140452.0,13204.0,15990.5
Number of Prescriptions,C10,2024Q1,AutoARIMA,127248.0,123663.09375,3584.90625,4587.734375
Number of Prescriptions,C10,2024Q1,SARIMA,127248.0,123663.09375,3584.90625,4587.734375
Number of Prescriptions,C10,2024Q2,Historical Mean,123111.0,116991.85714285714,6119.142857142855,7645.8214285714275
Number of Prescriptions,C10,2024Q2,Naive,123111.0,126760.0,3649.0,6956.75
Number of Prescriptions,C10,2024Q2,Seasonal Naive,123111.0,143281.0,20170.0,15990.5
Number of Prescriptions,C10,2024Q2,AutoARIMA,123111.0,122272.71875,838.28125,4587.734375
Number of Prescriptions,C10,2024Q2,SARIMA,123111.0,122272.71875,838.28125,4587.734375
Number of Prescriptions,C10,2024Q3,Historical Mean,122019.0,116991.85714285714,5027.142857142855,7645.8214285714275
Number of Prescriptions,C10,2024Q3,Naive,122019.0,126760.0,4741.0,6956.75
Number of Prescriptions,C10,2024Q3,Seasonal Naive,122019.0,133658.0,11639.0,15990.5
Number of Prescriptions,C10,2024Q3,AutoARIMA,122019.0,121648.5,370.5,4587.734375
Number of Prescriptions,C10,2024Q3,SARIMA,122019.0,121648.5,370.5,4587.734375
Number of Prescriptions,C10,2024Q4,Historical Mean,107811.0,116991.85714285714,9180.857142857145,7645.8214285714275
Number of Prescriptions,C10,2024Q4,Naive,107811.0,126760.0,18949.0,6956.75
Number of Prescriptions,C10,2024Q4,Seasonal Naive,107811.0,126760.0,18949.0,15990.5
Number of Prescriptions,C10,2024Q4,AutoARIMA,107811.0,121368.25,13557.25,4587.734375
